lat,lon,t,bath
47.95,-129.1,0.02951305,-2190.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.08,0.02951305,-2267.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.09,0.02951305,-2131.0
47.95,-129.1,0.02951305,-2190.0
47.95,-129.1,0.02951305,-2190.0
46.52,-129.58,0.30251956,-2499.0
46.52,-129.58,0.30251956,-2499.0
46.53,-129.58,0.30251956,-2468.0
46.53,-129.58,0.30251956,-2468.0
46.53,-129.57,0.30251956,-2538.0
46.53,-129.57,0.30251956,-2538.0
46.31,-129.72,0.39045012,-2250.0
46.31,-129.71,0.39045012,-2255.0
46.31,-129.71,0.39045012,-2255.0
46.31,-129.72,0.39045012,-2250.0
42.68,-126.78,0.10922085,-3094.0
42.68,-126.78,0.10922085,-3094.0
37.86,-119.08,16.19442,43.0
37.63,-119.08,16.19442,43.0
37.49,-119.3,16.19442,43.0
44.64,-125.07,9.5422888,-1043.0
44.65,-125.14,9.5422888,-836.0
44.62,-125.06,9.5422888,-1178.0
44.66,-125.14,9.5507097,-783.0
44.62,-125.06,9.5422888,-1178.0
44.66,-125.57,8.5858335,-2854.0
44.65,-125.57,8.6269598,-2860.0
44.64,-125.58,8.6269598,-2864.0
44.65,-125.58,8.6269598,-2864.0
44.65,-125.59,8.6269598,-2864.0
44.66,-125.6,8.5858335,-2859.0
44.66,-125.69,8.4469986,-2861.0
44.65,-125.72,8.4459772,-2868.0
44.65,-125.73,8.4459772,-2866.0
44.68,-125.66,8.4469986,-2855.0
44.51,-126.67,6.5422888,-2914.0
44.33,-127.43,5.4407101,-2888.0
45.33,-129.32,1.3617047,-2753.0
45.35,-129.18,1.5062964,-2764.0
45.36,-129.19,1.5062964,-2764.0
45.37,-129.19,1.5062964,-2765.0
45.37,-129.2,1.5062964,-2763.0
45.38,-129.15,1.5062964,-2773.0
45.38,-129.19,1.5062964,-2770.0
45.38,-129.19,1.5062964,-2770.0
45.38,-129.19,1.5062964,-2770.0
46.16,-129.2,0.92084652,-2704.0
44.67,-125.58,8.5858335,-2851.0
44.58,-127.3,5.4504809,-2922.0
44.81,-127.97,4.1015091,-2873.0
44.95,-128.39,3.2205846,-2833.0
45.1,-128.85,2.4179773,-2820.0
44.67,-125.58,8.5858335,-2851.0
44.84,-125.6,8.5421562,-2784.0
44.91,-124.61,9.8163719,-444.0
44.97,-125.1,9.5523081,-1358.0
45.01,-125.15,9.2965679,-1554.0
44.86,-125.13,9.5314922,-1835.0
44.87,-125.28,9.1318445,-2065.0
44.82,-125.59,8.5421562,-2794.0
44.65,-125.58,8.6269598,-2864.0
39.06,-123.15,18.00329,228.0
37.24,-122.07,16.352819,6.0
38.1,-122.89,17.370102,243.0
37.51,-122.21,16.524179,101.0
40.02,-124.07,16.881744,-17.0
41.21,-119.06,16.815744,1284.0
40.88,-119.1,16.676729,1384.0
40.87,-119.17,16.676729,1374.0
41.08,-119.02,16.815744,1531.0
41.05,-119.02,16.676729,1503.0
41.02,-119.06,16.676729,1554.0
40.94,-119.1,16.676729,1733.0
40.91,-119.14,16.676729,1424.0
40.39,-121.54,18.00329,1924.0
40.36,-121.5,18.00329,1544.0
40.41,-121.45,18.00329,1948.0
40.75,-119.02,16.524179,2002.0
40.68,-119.36,16.676729,1699.0
40.65,-119.39,16.676729,1753.0
40.65,-119.35,16.676729,1753.0
40.66,-119.38,16.676729,1719.0
40.69,-119.35,16.676729,1725.0
40.78,-119.34,16.815744,1761.0
40.65,-119.37,16.676729,1753.0
40.66,-119.37,16.676729,1719.0
40.66,-119.37,16.676729,1719.0
38.72,-123.35,17.939177,242.0
38.72,-123.35,17.939177,242.0
37.12,-122.15,16.845156,113.0
40.88,-123.98,8.9923286,45.0
38.99,-123.35,18.00329,170.0
38.99,-123.35,18.00329,170.0
38.77,-122.97,17.834578,107.0
38.77,-122.97,17.834578,107.0
38.88,-121.9,17.217102,5.0
39.84,-123.17,18.287436,485.0
37.8,-121.94,16.524179,192.0
37.8,-121.94,16.524179,192.0
37.51,-122.13,16.364212,25.0
37.51,-122.13,16.364212,25.0
40.73,-124.21,8.9923286,34.0
40.73,-124.21,8.9923286,34.0
40.14,-124.0,15.872827,245.0
38.58,-122.65,17.50819,231.0
38.58,-122.65,17.50819,231.0
40.22,-123.64,17.755274,109.0
40.09,-123.8,17.755274,105.0
38.8,-122.83,17.725136,612.0
38.8,-122.83,17.725136,612.0
40.55,-124.18,9.0263643,67.0
40.55,-124.18,9.0263643,67.0
38.84,-122.2,17.370102,115.0
40.24,-124.13,15.872827,118.0
40.24,-124.13,15.872827,118.0
40.14,-123.41,17.755274,824.0
40.74,-124.21,8.9923286,2.0
39.73,-123.5,18.371571,486.0
39.73,-123.5,18.371571,486.0
39.95,-123.35,18.371571,574.0
39.95,-123.35,18.371571,574.0
37.74,-121.75,16.215477,13.0
37.74,-121.75,16.215477,13.0
40.56,-124.35,9.0263643,59.0
38.09,-122.75,17.217102,55.0
38.09,-122.75,17.217102,55.0
39.41,-123.75,18.287436,138.0
37.05,-121.24,16.347124,12.0
37.06,-121.18,16.19442,17.0
37.03,-121.31,16.347124,6.0
37.03,-121.31,16.347124,6.0
37.03,-121.31,16.347124,6.0
37.03,-121.31,16.347124,6.0
37.05,-121.21,16.347124,14.0
37.05,-121.21,16.347124,14.0
37.05,-121.19,16.347124,16.0
37.05,-121.19,16.347124,16.0
37.04,-121.25,16.347124,10.0
37.04,-121.25,16.347124,10.0
37.25,-122.4,17.13776,-10.0
40.32,-124.28,15.739372,34.0
39.34,-123.1,18.00329,308.0
38.93,-123.71,18.242743,50.0
38.1,-122.89,17.370102,243.0
37.51,-122.21,16.524179,101.0
38.7,-123.42,18.027369,56.0
40.02,-124.07,16.881744,-17.0
39.06,-123.15,18.00329,228.0
37.24,-122.07,16.352819,6.0
44.68,-125.29,9.1196241,-2114.0
44.66,-125.27,9.1196241,-2269.0
44.66,-125.27,9.1196241,-2269.0
44.66,-125.26,9.1196241,-2280.0
44.66,-125.25,9.1196241,-2281.0
44.66,-125.36,8.9653473,-2846.0
44.66,-125.35,9.1196241,-2810.0
44.66,-125.35,9.1196241,-2810.0
44.66,-125.35,9.1196241,-2810.0
44.65,-125.35,9.1559649,-2839.0
45.0,-125.3,9.0883245,-2050.0
45.01,-125.3,9.0883245,-1966.0
45.0,-125.31,9.0883245,-2038.0
45.0,-125.32,9.0883245,-1887.0
44.99,-125.32,9.0883245,-1933.0
44.99,-125.33,9.0883245,-1979.0
44.94,-125.37,8.987608,-2463.0
44.94,-125.36,8.987608,-2424.0
44.93,-125.35,9.1318445,-2430.0
47.06,-125.89,7.6291208,-2075.0
47.06,-125.89,7.6291208,-2075.0
47.07,-125.9,7.6291208,-2103.0
47.07,-125.9,7.6291208,-2103.0
47.07,-125.91,7.6291208,-2098.0
47.08,-125.9,7.6291208,-2100.0
47.07,-125.91,7.6291208,-2098.0
47.08,-125.91,7.6291208,-2111.0
47.08,-125.92,7.6291208,-2105.0
47.08,-125.94,7.6291208,-1936.0
47.08,-125.94,7.6291208,-1936.0
46.97,-125.93,7.6286254,-2314.0
46.98,-125.94,7.6286254,-2330.0
46.97,-125.99,7.3567901,-2523.0
46.97,-125.98,7.3567901,-2473.0
46.97,-125.98,7.3567901,-2473.0
46.98,-125.97,7.3567901,-2389.0
46.98,-125.96,7.3567901,-2339.0
46.98,-125.95,7.3567901,-2281.0
46.98,-125.94,7.6286254,-2330.0
46.98,-125.94,7.6286254,-2330.0
46.99,-125.97,7.3567901,-2405.0
47.0,-125.96,7.3567901,-2390.0
46.99,-125.96,7.3567901,-2366.0
46.99,-125.94,7.6286254,-2347.0
46.99,-125.95,7.3567901,-2315.0
50.55,-131.62,4.6901741,-2851.0
47.9,-127.2,4.359262,-2587.0
47.15,-130.12,2.7302463,-2708.0
47.9,-127.65,3.1907601,-2652.0
44.65,-125.14,9.5422888,-836.0
44.65,-125.07,9.5422888,-982.0
44.65,-125.06,9.5422888,-1046.0
44.65,-125.02,9.8048306,-1002.0
44.65,-124.97,9.8048306,-781.0
47.23,-126.15,6.8040028,-2420.0
47.23,-126.15,6.8040028,-2420.0
47.24,-126.14,7.0875106,-2438.0
47.29,-126.08,7.1277666,-2077.0
47.3,-126.09,7.1277666,-2074.0
47.3,-126.09,7.1277666,-2074.0
47.3,-126.09,7.1277666,-2074.0
47.29,-126.11,7.1277666,-2020.0
47.28,-126.12,7.1277666,-2197.0
47.28,-126.12,7.1277666,-2197.0
47.28,-126.13,7.1277666,-2316.0
47.27,-126.14,7.1277666,-2421.0
47.27,-126.14,7.1277666,-2421.0
47.27,-126.15,6.8401093,-2462.0
47.27,-126.15,6.8401093,-2462.0
47.25,-126.17,6.8040028,-2462.0
47.44,-126.38,6.4628758,-2386.0
47.44,-126.38,6.4628758,-2386.0
47.44,-126.38,6.4628758,-2386.0
47.45,-126.36,6.5422029,-2377.0
47.45,-126.36,6.5422029,-2377.0
47.46,-126.33,6.8071642,-2413.0
47.46,-126.29,6.8071642,-2349.0
47.46,-126.29,6.8071642,-2349.0
47.46,-126.26,6.8071642,-2260.0
47.46,-126.22,7.0861001,-2359.0
47.46,-126.22,7.0861001,-2359.0
47.46,-126.22,7.0861001,-2359.0
47.46,-126.19,7.0861001,-2294.0
47.46,-126.18,7.0861001,-2275.0
47.46,-126.16,7.0861001,-2005.0
44.95,-125.2,9.2965679,-1334.0
44.95,-125.22,9.2965679,-1205.0
44.95,-125.23,9.2965679,-1250.0
44.95,-125.25,9.0883245,-1218.0
44.95,-125.41,8.9141588,-2663.0
44.95,-125.37,8.9141588,-2471.0
44.95,-125.37,8.9141588,-2471.0
44.95,-125.37,8.9141588,-2471.0
44.95,-125.37,8.9141588,-2471.0
44.95,-125.38,8.9141588,-2475.0
44.95,-125.4,8.9141588,-2600.0
44.95,-125.42,8.9141588,-2726.0
44.93,-125.27,9.1318445,-1550.0
44.93,-125.27,9.1318445,-1550.0
44.95,-125.47,8.6826057,-2772.0
44.95,-125.52,8.6826057,-2753.0
44.95,-125.52,8.6826057,-2753.0
44.95,-125.58,8.4492979,-2747.0
44.95,-125.64,8.4492979,-2777.0
44.65,-125.27,9.1559649,-2251.0
44.65,-125.3,9.1559649,-2041.0
44.65,-125.3,9.1559649,-2041.0
44.65,-125.32,9.1559649,-2387.0
44.65,-125.32,9.1559649,-2387.0
44.65,-125.34,9.1559649,-2697.0
44.65,-125.37,8.9884195,-2864.0
44.65,-125.4,8.9884195,-2873.0
44.65,-125.47,8.7853642,-2860.0
49.33,-119.63,9.2849312,1579.0
49.36,-119.69,9.2849312,1515.0
49.37,-119.77,9.2849312,1702.0
49.37,-119.76,9.2849312,1702.0
49.37,-119.65,9.2849312,1702.0
50.58,-123.46,7.6288118,608.0
50.57,-123.47,7.6288118,670.0
50.57,-123.49,7.6288118,823.0
50.57,-123.5,7.6288118,799.0
50.57,-123.51,7.6288118,808.0
50.66,-120.51,8.9942894,1456.0
50.77,-122.8,8.4487114,1096.0
49.61,-123.15,8.9942894,1381.0
49.61,-123.16,8.9942894,1261.0
49.61,-123.17,8.9942894,1136.0
49.61,-123.17,8.9942894,1136.0
49.61,-123.16,8.9942894,1261.0
49.61,-123.16,8.9942894,1261.0
50.47,-120.97,8.9942894,1291.0
50.48,-120.97,8.9942894,1214.0
50.48,-120.97,8.9942894,1214.0
50.48,-120.97,8.9942894,1214.0
51.52,-119.81,8.9942894,1180.0
51.52,-119.81,8.9942894,1180.0
51.52,-119.81,8.9942894,1180.0
49.51,-121.29,9.2849312,1110.0
49.51,-123.37,8.9942894,232.0
50.65,-120.48,8.9942894,1333.0
50.61,-127.48,4.6360407,91.0
50.69,-123.51,7.6288118,698.0
50.67,-123.54,7.3612161,1179.0
50.68,-123.52,7.6288118,888.0
50.66,-123.53,7.6288118,1638.0
50.68,-123.48,7.6288118,692.0
50.63,-123.42,7.6288118,463.0
50.65,-123.56,7.3612161,1823.0
50.68,-123.56,7.3612161,784.0
50.64,-120.46,8.9942894,1323.0
50.57,-123.48,7.6288118,750.0
50.54,-123.48,7.6288118,869.0
50.56,-123.46,7.6288118,869.0
50.57,-123.5,7.6288118,799.0
50.57,-123.52,7.6288118,878.0
50.57,-123.54,7.6288118,871.0
50.52,-123.5,7.6288118,1197.0
50.9,-121.41,8.9942894,526.0
50.91,-121.41,8.9942894,517.0
50.91,-121.41,8.9942894,517.0
52.64,-121.56,7.6288118,971.0
52.63,-121.56,7.6288118,990.0
52.63,-121.56,7.6288118,990.0
49.58,-125.61,7.2806315,654.0
49.57,-125.59,7.2806315,521.0
49.58,-125.61,7.2806315,654.0
50.43,-122.84,8.725028,1215.0
49.32,-121.93,9.2849312,625.0
50.08,-123.21,8.725028,1114.0
49.81,-125.15,7.2320395,85.0
50.09,-124.81,7.2320395,-509.0
50.16,-123.4,8.4487114,302.0
50.13,-123.45,8.4487114,483.0
50.2,-123.54,8.1750021,300.0
50.19,-123.53,8.1750021,322.0
50.18,-123.53,8.1750021,291.0
50.29,-124.66,7.2320395,-708.0
50.27,-124.64,7.2320395,-723.0
50.2,-124.64,7.2320395,-711.0
50.24,-124.63,7.2320395,-726.0
50.02,-123.9,7.9011574,-401.0
50.08,-123.78,7.9011574,-404.0
50.18,-123.94,7.6288118,-285.0
50.16,-123.89,7.6288118,-325.0
50.14,-123.84,7.9011574,-354.0
49.85,-123.9,8.1750021,-668.0
49.85,-123.9,8.1750021,-668.0
49.81,-123.93,8.1750021,-644.0
49.79,-124.04,7.9011574,-671.0
49.79,-124.04,7.9011574,-671.0
50.06,-123.82,7.9011574,-528.0
50.04,-123.85,7.9011574,-531.0
50.04,-123.86,7.9011574,-525.0
50.01,-123.94,7.9011574,-483.0
49.97,-123.99,7.9011574,-555.0
50.0,-123.98,7.9011574,-546.0
50.63,-123.4,7.6288118,503.0
50.58,-123.28,7.9011574,349.0
50.09,-123.32,8.4487114,656.0
50.07,-123.33,8.4487114,195.0
48.87,-123.79,8.9942894,478.0
48.88,-123.79,8.9942894,232.0
48.88,-123.78,8.9942894,336.0
48.88,-123.78,8.9942894,336.0
48.88,-123.79,8.9942894,232.0
49.1,-123.86,8.9942894,20.0
49.1,-123.86,8.9942894,20.0
49.39,-124.95,7.3612161,135.0
50.46,-123.13,8.4487114,731.0
50.46,-123.17,8.1750021,742.0
50.45,-123.2,8.1750021,963.0
48.65,-123.45,8.9942894,22.0
48.64,-123.5,8.9942894,-194.0
50.11,-123.27,8.725028,1628.0
50.72,-123.67,7.3612161,801.0
50.12,-123.39,8.4487114,214.0
50.11,-123.37,8.4487114,303.0
49.15,-124.66,7.9011574,920.0
49.16,-124.67,7.9011574,454.0
49.17,-124.67,7.9011574,521.0
49.78,-125.3,7.2806315,1088.0
49.76,-124.54,7.3612161,-175.0
49.71,-124.53,7.3612161,176.0
49.75,-124.55,7.3612161,62.0
49.76,-124.55,7.3612161,-60.0
49.71,-124.54,7.3612161,233.0
49.71,-124.54,7.3612161,233.0
49.71,-124.53,7.3612161,176.0
50.58,-123.28,7.9011574,349.0
50.63,-123.37,7.6288118,1138.0
50.12,-123.39,8.4487114,214.0
50.11,-123.37,8.4487114,303.0
51.97,-121.17,8.9942894,992.0
51.96,-121.16,8.9942894,989.0
51.83,-121.15,8.9942894,957.0
51.82,-121.15,8.9942894,877.0
51.82,-121.14,8.9942894,871.0
52.0,-120.95,8.9942894,1234.0
52.0,-120.96,8.9942894,1234.0
52.0,-120.8,8.9942894,1234.0
52.0,-120.81,8.9942894,1234.0
52.01,-120.83,8.9942894,1316.0
49.76,-124.55,7.3612161,-60.0
49.76,-124.55,7.3612161,-60.0
49.75,-124.54,7.3612161,76.0
49.71,-124.53,7.3612161,176.0
49.75,-124.54,7.3612161,76.0
47.14,-132.33,8.9937639,-3178.0
46.99,-131.81,7.3728185,-3320.0
46.97,-131.96,8.1711226,-2829.0
46.93,-131.95,7.766191,-3147.0
47.08,-131.89,7.8322406,-3054.0
47.15,-131.2,5.7230005,-3029.0
47.05,-131.5,6.5393829,-3096.0
46.92,-129.35,0.17201395,-2589.0
47.99,-129.45,0.81750041,-2611.0
46.97,-129.77,1.6545141,-2793.0
47.0,-130.1,2.691802,-2663.0
47.03,-131.17,5.7240138,-2933.0
47.17,-131.73,7.114819,-3296.0
47.08,-131.88,7.8322406,-3062.0
47.99,-129.45,0.81750041,-2611.0
47.08,-131.88,7.8322406,-3062.0
50.25,-130.3,0.28004923,-2433.0
50.35,-130.11,0.14511749,-2558.0
50.77,-130.61,0.047441658,-2417.0
50.66,-130.55,0.28813139,-2455.0
49.98,-129.54,1.449568,-2081.0
50.03,-129.72,1.1147752,-2389.0
50.07,-129.77,0.81750208,-3272.0
50.13,-129.83,0.81750208,-2820.0
50.13,-130.03,0.43329665,-2096.0
50.22,-130.15,0.035759509,-2347.0
47.14,-132.33,8.9937639,-3178.0
46.99,-131.81,7.3728185,-3320.0
46.97,-131.96,8.1711226,-2829.0
46.93,-131.95,7.766191,-3147.0
47.08,-131.89,7.8322406,-3054.0
47.15,-131.2,5.7230005,-3029.0
47.05,-131.5,6.5393829,-3096.0
46.92,-129.35,0.17201395,-2589.0
47.99,-129.45,0.81750041,-2611.0
46.97,-129.77,1.6545141,-2793.0
47.0,-130.1,2.691802,-2663.0
47.03,-131.17,5.7240138,-2933.0
47.17,-131.73,7.114819,-3296.0
47.08,-131.88,7.8322406,-3062.0
47.03,-130.78,4.5752077,-2886.0
47.03,-130.36,3.4780302,-2884.0
47.02,-130.29,3.2211773,-2764.0
47.02,-130.08,2.691802,-2633.0
47.02,-129.75,1.6545141,-2765.0
47.05,-129.92,1.9294288,-2679.0
46.98,-129.1,0.10327651,-2620.0
46.98,-129.01,0.27250028,-2668.0
46.98,-128.91,0.52644795,-2657.0
47.02,-128.77,0.80191773,-2682.0
47.0,-128.62,1.2944659,-2727.0
47.0,-128.5,1.4704922,-2724.0
54.94,-121.54,7.2214351,1141.0
54.94,-121.1,7.2214351,1416.0
54.67,-121.1,7.2214351,1416.0
54.94,-120.66,7.2214351,758.0
54.94,-120.22,7.2806315,758.0
54.9,-119.9,7.1962852,758.0
54.63,-119.88,7.1700683,758.0
54.37,-119.87,7.3612161,758.0
54.9,-119.6,7.1700683,758.0
54.63,-119.58,7.3612161,758.0
54.37,-119.57,7.9011574,758.0
54.9,-119.14,7.6288118,758.0
54.63,-119.13,8.1750021,758.0
54.37,-119.12,8.4487114,758.0
40.92,-119.08,16.676729,1479.0
40.79,-119.34,16.815744,1758.0
40.85,-119.33,16.815744,1481.0
40.87,-119.31,16.815744,1374.0
41.74,-121.87,8.7112598,1329.0
41.73,-121.67,8.7112598,1423.0
41.0,-120.89,18.00329,1678.0
40.21,-120.25,16.951086,1626.0
41.2,-121.14,18.00329,1264.0
41.27,-122.61,15.872827,1219.0
41.81,-122.01,8.7181835,1297.0
41.83,-121.25,8.7181835,1460.0
40.73,-120.31,17.370102,1942.0
41.58,-122.88,8.7299252,1029.0
41.57,-122.89,8.7299252,919.0
41.57,-122.88,8.7299252,858.0
41.61,-122.53,8.7299252,799.0
41.56,-122.53,8.7299252,827.0
41.43,-122.5,8.7199984,1118.0
41.89,-122.4,8.7200031,792.0
41.9,-122.48,8.7200031,663.0
41.73,-120.38,18.00329,1438.0
41.64,-120.4,18.00329,1554.0
40.75,-119.02,16.524179,2002.0
41.55,-122.26,8.7135773,1211.0
40.7,-119.35,16.676729,1749.0
40.68,-119.36,16.676729,1699.0
40.88,-119.34,16.815744,1384.0
40.87,-119.33,16.815744,1374.0
40.65,-119.39,16.676729,1753.0
40.65,-119.35,16.676729,1753.0
40.65,-119.37,16.676729,1753.0
40.66,-119.38,16.676729,1719.0
40.65,-119.39,16.676729,1753.0
40.64,-119.41,16.676729,1838.0
40.69,-119.35,16.676729,1725.0
40.78,-119.34,16.815744,1761.0
40.65,-119.37,16.676729,1753.0
40.67,-119.37,16.676729,1698.0
40.66,-119.37,16.676729,1719.0
40.66,-119.36,16.676729,1719.0
40.66,-119.37,16.676729,1719.0
41.21,-119.06,16.815744,1284.0
40.88,-119.1,16.676729,1384.0
40.87,-119.17,16.676729,1374.0
41.13,-119.0,16.815744,1293.0
41.08,-119.02,16.815744,1531.0
41.05,-119.02,16.676729,1503.0
41.05,-119.02,16.676729,1503.0
41.05,-119.02,16.676729,1503.0
41.05,-119.02,16.676729,1503.0
40.99,-119.1,16.676729,1686.0
41.02,-119.06,16.676729,1554.0
40.94,-119.1,16.676729,1733.0
40.91,-119.14,16.676729,1424.0
40.39,-121.54,18.00329,1924.0
40.35,-121.55,18.00329,1691.0
40.34,-121.45,18.00329,1649.0
40.36,-121.5,18.00329,1544.0
40.41,-121.45,18.00329,1948.0
40.17,-121.51,18.00329,1678.0
40.37,-120.95,17.580811,1628.0
42.02,-123.84,8.7200031,1078.0
39.85,-120.47,16.951086,1463.0
42.49,-123.38,8.1746902,358.0
41.86,-123.37,8.7200031,896.0
40.51,-122.61,17.755274,518.0
40.51,-122.61,17.755274,518.0
40.51,-122.61,17.755274,518.0
41.47,-121.42,17.755274,1342.0
41.68,-121.12,17.755274,1436.0
41.65,-121.12,18.100437,1416.0
41.65,-121.18,17.755274,1341.0
41.61,-121.21,17.755274,1350.0
41.7,-121.34,17.755274,1279.0
41.57,-121.35,17.755274,1341.0
41.65,-121.06,18.100437,1488.0
41.56,-121.12,18.100437,1445.0
41.81,-122.01,8.7181835,1297.0
41.69,-121.88,8.7112598,1399.0
41.74,-121.87,8.7112598,1329.0
41.73,-121.67,8.7112598,1423.0
41.59,-121.96,8.7299252,1483.0
41.0,-120.89,18.00329,1678.0
40.21,-120.25,16.951086,1626.0
41.47,-120.18,18.00329,1464.0
41.2,-121.14,18.00329,1264.0
41.15,-121.06,18.00329,1266.0
41.27,-122.61,15.872827,1219.0
41.81,-122.01,8.7181835,1297.0
41.83,-121.25,8.7181835,1460.0
40.73,-120.31,17.370102,1942.0
41.58,-122.88,8.7299252,1029.0
41.57,-122.89,8.7299252,919.0
41.57,-122.88,8.7299252,858.0
41.61,-122.53,8.7299252,799.0
41.56,-122.53,8.7299252,827.0
41.43,-122.5,8.7199984,1118.0
41.82,-122.44,8.7181835,801.0
41.67,-122.43,8.7112598,849.0
41.89,-122.4,8.7200031,792.0
41.96,-122.33,8.7200031,975.0
41.98,-122.32,8.7200031,798.0
41.9,-122.48,8.7200031,663.0
41.9,-122.53,8.7200031,653.0
41.95,-122.0,8.7200031,1294.0
41.73,-120.38,18.00329,1438.0
41.64,-120.4,18.00329,1554.0
40.52,-120.68,17.50819,1782.0
41.55,-122.26,8.7135773,1211.0
42.14,-122.73,8.7200031,1174.0
44.67,-125.58,8.5858335,-2851.0
44.58,-127.3,5.4504809,-2922.0
44.81,-127.97,4.1015091,-2873.0
44.95,-128.39,3.2205846,-2833.0
45.1,-128.85,2.4179773,-2820.0
44.67,-125.58,8.5858335,-2851.0
44.84,-125.6,8.5421562,-2784.0
44.91,-124.61,9.8163719,-444.0
44.84,-124.72,9.8749847,-478.0
44.97,-125.1,9.5523081,-1358.0
45.01,-125.15,9.2965679,-1554.0
44.86,-125.13,9.5314922,-1835.0
44.87,-125.28,9.1318445,-2065.0
44.82,-125.59,8.5421562,-2794.0
44.65,-125.58,8.6269598,-2864.0
38.97,-119.27,16.215477,535.0
46.77,-128.36,1.8929226,-2716.0
46.77,-128.3,2.0580494,-2758.0
46.76,-128.29,2.0580494,-2754.0
46.76,-128.28,2.0580494,-2754.0
46.76,-128.26,2.0580494,-2752.0
46.75,-128.26,2.1742797,-2753.0
46.75,-128.25,2.1742797,-2752.0
46.73,-128.23,2.4284899,-2747.0
46.77,-128.35,2.0580494,-2723.0
46.77,-128.35,2.0580494,-2723.0
46.77,-128.34,2.0580494,-2730.0
46.62,-127.83,3.3197627,-2743.0
46.62,-127.83,3.3197627,-2743.0
46.62,-127.83,3.3197627,-2743.0
46.62,-127.78,3.3197627,-2729.0
46.62,-127.78,3.3197627,-2729.0
46.62,-127.78,3.3197627,-2729.0
46.62,-127.78,3.3197627,-2729.0
46.62,-127.78,3.3197627,-2729.0
46.48,-127.25,4.6397758,-2779.0
46.46,-127.2,4.6397758,-2771.0
46.46,-127.19,4.6397758,-2769.0
46.46,-127.19,4.6397758,-2769.0
46.45,-127.18,4.6397758,-2761.0
46.46,-127.18,4.6397758,-2766.0
46.46,-127.16,4.6397758,-2759.0
46.45,-127.16,4.6397758,-2754.0
46.45,-127.14,4.9049993,-2744.0
46.48,-127.25,4.6397758,-2779.0
46.45,-127.13,4.9049993,-2737.0
46.45,-127.13,4.9049993,-2737.0
46.45,-127.12,4.9049993,-2724.0
46.44,-127.1,4.9191098,-2699.0
46.47,-127.24,4.6397758,-2784.0
46.47,-127.23,4.6397758,-2781.0
46.47,-127.23,4.6397758,-2781.0
46.46,-127.22,4.6397758,-2774.0
46.46,-127.21,4.6397758,-2773.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.32,-126.62,5.9918666,-2706.0
46.17,-125.95,7.3550162,-2607.0
46.17,-125.95,7.3550162,-2607.0
46.17,-125.95,7.3550162,-2607.0
